customer_id	amount_requested	birth_date	status	residence_rent_or_own	monthly_rent_amount	bank_account_direct_deposit	application_when	loan_duration	payment_ach	num_payments	payment_amount	amount_approved	duration_approved	payment_amount_approved	address_zip	email	bank_routing_number	email_duration	residence_duration	bank_account_duration	payment_frequency	home_phone_type	other_phone_type	how_use_money	monthly_income_amount	raw_l2c_score	raw_FICO_telecom	raw_FICO_retail	raw_FICO_bank_card	raw_FICO_money
d7001aa34e	300	5/14/71	Approved	TRUE	600	TRUE	12/17/10 5:02	5	TRUE	10	55.3	300	5	49.55	84047	RogerMVermillion@bing.com	324377516	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Home	Other	1800	555	511	514	634	579
4.13E+13	800	12/31/53	Approved	FALSE	490	FALSE	12/17/10 7:02	5	TRUE	10	151.51	800	5	134.68	84401	BarbraDDufrene@yahoo.com	124000054	1 year or more	3+ years	3+ years	Semi-monthly	Mobile	Home	Other	3100	749	589	600	680	634
1c2a95e85b	500	1/13/68	Approved	TRUE	750	TRUE	12/17/10 7:05	5	TRUE	10	92.17	500	5	82.58	84107	GeorgeannDPorter@aol.com	124302150	1 year or more	6 months or less	3+ years	Bi-weekly	Mobile		Other	960	754	529	519	649	595
8e65defaac	800	3/7/68	Approved	FALSE	734	TRUE	12/17/10 8:54	5	TRUE	10	92.17	500	5	82.58	84120	DarlenePJohnson@bing.com	124002971	1 year or more	3+ years	6 months or less	Bi-weekly	Mobile		Other	2500	602	514	550	573	580
ae6db7c42b	800	5/3/74	Approved	FALSE	954	TRUE	12/17/10 10:34	8	TRUE	8	231.76	800	8	194.94	84405	EthelKWilliams@aol.com	324377613	1 year or more	3+ years	3+ years	Monthly	Mobile		Other	3100	754	587	573	680	626
a67b508060	500	4/8/83	Approved	TRUE	0	FALSE	12/17/10 12:36	8	TRUE	17	66.17	500	8	55.98	84081	VanessaLWhite@aol.com	324377516	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile		Other	700	760	646	674	740	632
ea7ea919be	500	7/5/83	Approved	TRUE	400	FALSE	12/17/10 15:05	5	TRUE	10	92.17	500	5	82.58	84088	SamanthaHCosta@yahoo.com	324377202	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile	Work	Other	2200	734	510	556	653	569
999a3f6650	500	2/16/88	Approved	TRUE	370	TRUE	12/17/10 17:42	8	TRUE	12	84.03	500	6	73.34	84121	KimberlyTPayne@aol.com	124302150	1 year or more	7-12 months	7-12 months	Semi-monthly	Home	Mobile	Other	1580	663	501	533	643	555
b636e56bca	800	11/4/67	Approved	FALSE	1350	TRUE	12/18/10 9:15	6	TRUE	13	123.82	800	6	108.12	84074	EmilieJTurner@yahoo.com	324379828	4-12 months	3+ years	3+ years	Bi-weekly	Mobile		Other	3000	602	624	645	681	641
9218a4a50e	300	2/12/47	Approved	FALSE	888	FALSE	12/18/10 10:48	5	TRUE	5	116.34	300	5	102.88	84041	MistieTGatewood@yahoo.com	124302150	1 year or more	3+ years	3+ years	Monthly	Mobile		Other	1224	522	593	592	680	620
06c99dba63	400	8/16/44	Approved	TRUE	550	TRUE	12/18/10 18:29	5	TRUE	5	155.12	400	5	137.17	84119	HowardEMoore@yahoo.com	324377516	1 year or more	1-2 years	1-2 years	Monthly	Mobile		Other	2394	580	575	551	680	612
254ed2f678	500	2/10/60	Approved	TRUE	950	TRUE	12/18/10 20:31	5	TRUE	5	193.91	500	5	171.47	84651	DorothyTCalvert@aol.com	321176260	1 year or more	1-2 years	3+ years	Monthly	Mobile		Other	4385	586	550	536	677	599
7d21a8040f	800	9/8/78	Approved	TRUE	800	TRUE	12/19/10 7:50	8	TRUE	13	77.39	500	6	67.57	84118	HannahWKing@gmail.com	73972181	1 year or more	3+ years	6 months or less	Bi-weekly	Mobile		Other	6000	654	517	526	664	570
dfb2f1ec63	800	10/21/76	Approved	TRUE	1075	TRUE	12/19/10 16:48	8	TRUE	13	77.39	500	6	67.57	84043	DeborahMGarza@aol.com	325070760	1 year or more	7-12 months	3+ years	Bi-weekly	Mobile	Home	Other	3450	297	610	654	693	629
8f9a8d56a4	550	12/1/79	Approved	FALSE	600	TRUE	12/20/10 8:02	5	TRUE	10	92.17	500	5	82.58	84404	ClaireHLogan@gmail.com	124002971	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile		Other	1400	532	603	654	659	636
4980ed214e	800	9/19/57	Approved	FALSE	600	TRUE	12/20/10 8:35	8	TRUE	13	77.39	500	6	67.57	84065	StellaRPrice@bing.com	324379705	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile	Home	Other	1500	574	557	582	680	617
2b635765f0	500	9/10/82	Approved	TRUE	900	TRUE	12/20/10 8:56	5	TRUE	10	94.7	500	5	84.18	84065	BeverlyLWagner@hotmail.com	124001545	1 year or more	1-2 years	1-2 years	Semi-monthly	Mobile	Work	Other	6338	583	558	608	672	605
f52446dd8f	500	6/16/45	Approved	FALSE	1714	FALSE	12/20/10 9:42	4	TRUE	4	227.67	500	4	205.06	84121	RosieJWhite@gmail.com	124001545	1 year or more	3+ years	3+ years	Monthly	Mobile		Other	10000	536	627	660	705	662
ce7456a9e0	300	9/30/79	Approved	TRUE	600	TRUE	12/20/10 10:20	7	TRUE	12	50.42	300	6	44	84118	LauraSAnderson@gmail.com	324377202	4-12 months	3+ years	7-12 months	Semi-monthly	Mobile		Other	1470	645	529	569	665	586
2ac47a61e0	300	3/11/31	Approved	FALSE	0	TRUE	12/20/10 10:47	5	TRUE	5	116.34	300	5	102.88	84120	EricMHernandez@bing.com	124001545	1 year or more	3+ years	1-2 years	Monthly	Home		Other	1327	621	587	607	680	636
56de6d7823	500	6/5/69	Approved	TRUE	600	TRUE	12/20/10 11:20	5	TRUE	10	92.17	500	5	82.58	84037	MichelleRPhillips@bing.com	314074269	4-12 months	1-2 years	7-12 months	Bi-weekly	Mobile	Work	Other	3500	716	515	544	584	575
70409dc892	500	3/26/75	Approved	FALSE	1142	TRUE	12/20/10 11:53	5	TRUE	21	44.01	500	5	39.37	84660	JohnSRoyston@gmail.com	314074269	1 year or more	1-2 years	3+ years	Weekly	Mobile		Other	2400	681	610	661	656	633
c7e8c1cc92	800	11/15/64	Approved	TRUE	0	FALSE	12/20/10 15:46	5	TRUE	10	94.7	500	5	84.18	84047	BrucePLabrie@hotmail.com	124002971	1 year or more	3+ years	6 months or less	Semi-monthly	Mobile		Other	1800	536	529	543	607	608
977ab97cf0	800	2/19/67	Approved	FALSE	1308	TRUE	12/20/10 18:46	5	TRUE	10	147.47	800	5	132.13	84067	MargaretCLack@yahoo.com	124302150	1 year or more	3+ years	6 months or less	Bi-weekly	Home	Mobile	Other	3843	661	657	670	703	650
b1b61133de	800	5/24/89	Approved	TRUE	0	TRUE	12/21/10 8:08	8	TRUE	26	38.26	500	6	33.49	84093	JoshuaCChilton@aol.com	124002971	1 year or more	3+ years	3+ years	Weekly	Mobile		Other	2392	580	525	551	666	568
d013fa3f91	300	9/9/84	Approved	FALSE	800	TRUE	12/21/10 10:07	4	TRUE	4	136.6	300	4	123.03	84321	HelenKWard@bing.com	124300107	1 year or more	3+ years	3+ years	Monthly	Mobile	Work	Other	3100	616	620	657	721	613
6a4e4b09d5	500	6/7/49	Approved	FALSE	1600	FALSE	12/21/10 10:38	5	TRUE	10	92.17	500	5	82.58	84057	ChristinaOMarshall@aol.com	124302927	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile		Other	2000	528	592	571	680	609
e60893efc5	500	2/1/64	Approved	TRUE	1200	TRUE	12/21/10 17:30	5	TRUE	21	44.01	500	5	39.37	84660	MariaKFrank@yahoo.com	124300327	4-12 months	3+ years	6 months or less	Weekly	Mobile	Mobile	Other	2080	616	603	661	694	562
a15e74274b	800	4/17/84	Approved	TRUE	350	FALSE	12/22/10 12:49	8	TRUE	17	105.88	800	8	89.57	84604	CaroleLWhite@aol.com	73972181	1 year or more	6 months or less	6 months or less	Bi-weekly	Mobile		Other	770	765	541	554	625	565
4d314e8c97	800	12/13/74	Approved	TRUE	980	TRUE	12/22/10 16:14	8	TRUE	13	77.39	500	6	67.57	84116	JasonLGrimmett@bing.com	324079555	1 year or more	1-2 years	1-2 years	Bi-weekly	Mobile	Mobile	Other	2300	593	552	534	661	582
f22d21ddad	500	3/9/65	Approved	FALSE	1510	TRUE	12/22/10 17:52	5	TRUE	10	92.17	500	5	82.58	84121	ManuelaTErnst@aol.com	324377516	1 year or more	3+ years	3+ years	Bi-weekly	Home	Home	Other	3120	599	653	677	715	657
43d9b7b620	500	6/14/83	Approved	TRUE	0	TRUE	12/22/10 19:21	5	TRUE	10	92.17	500	5	82.58	84092	MarciaIMiles@hotmail.com	124001545	1 year or more	6 months or less	7-12 months	Bi-weekly	Mobile		Other	2250	766	577	627	685	614
2210108642	800	11/17/55	Approved	FALSE	0	TRUE	12/22/10 19:28	8	TRUE	13	77.39	500	6	67.57	84036	JamesSGonzalez@aol.com	124002971	1 year or more	3+ years	3+ years	Bi-weekly	Home	Mobile	Other	1740	544	604	640	678	636
dd57e28127	300	8/21/59	Approved	TRUE	725	FALSE	12/22/10 20:25	8	TRUE	12	50.42	300	6	44	84790	LoraKWoodward@yahoo.com	42000013	1 year or more	1-2 years	3+ years	Semi-monthly	Mobile		Other	1500	623	588	633	680	625
a09e3b7ed6	600	7/6/66	Approved	FALSE	500	TRUE	12/23/10 11:02	3	TRUE	13	75.46	600	3	70.09	84070	AndrewVSchaefer@hotmail.com	124002971	1 year or more	3+ years	3+ years	Weekly	Home	Mobile	Other	3300	536	539	581	665	608
6db5d458a7	800	1/23/52	Approved	TRUE	150	TRUE	12/23/10 14:45	8	TRUE	8	231.76	800	8		84003	MaryJFortune@aol.com	324377862	1 year or more	3+ years	3+ years	Monthly	Home	Mobile	Other	2700	760	638	687	706	643
eafb0e1828	800	4/13/63	Approved	TRUE	325	TRUE	12/23/10 14:50	8	TRUE	12	84.03	500	6	73.34	84058	ClaireMBangert@bing.com	324377820	1 year or more	3+ years	3+ years	Semi-monthly	Mobile		Other	19392	478	576	586	680	631
88ca079479	800	4/11/53	Approved	TRUE	500	TRUE	12/24/10 7:47	5	TRUE	5	193.91	500	5	171.47	84532	WandaCOlson@hotmail.com	324377817	1 year or more	3+ years	1-2 years	Monthly	Mobile		Other	3892	612	535	577	680	600
6fa7f5d488	800	5/20/63	Approved	TRUE	750	TRUE	12/24/10 13:11	7	TRUE	13	77.39	500	6	67.57	84041	TiffanyGBerger@gmail.com	124002971	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Work	Other	2176	392	563	591	667	614
4dad1a9de6	500	10/23/65	Approved	FALSE	1500	TRUE	12/24/10 15:25	5	TRUE	5	193.91	500	5	171.47	84738	MonicaCHerbert@gmail.com	124001545	1 year or more	6 months or less	7-12 months	Monthly	Mobile		Other	3752	677	613	643	689	622
1cc4c7d3cb	500	2/22/87	Approved	TRUE	250	FALSE	12/26/10 16:06	5	TRUE	21	44.01	500	5	39.37	84655	JillJCox@yahoo.com	102000076	1 year or more	6 months or less	3+ years	Weekly	Mobile	Home	Other	1900	536	584	596	697	594
d18ccff8f6	600	8/3/86	Approved	TRUE	550	TRUE	12/27/10 11:07	8	TRUE	17	79.41	600	8	67.18	84627	EddieJLowe@yahoo.com	324377338	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile		Other	2200	586	545	554	671	578
62b316d4e6	750	1/11/90	Approved	TRUE	0	TRUE	12/27/10 11:34	8	TRUE	13	77.39	500	6	67.57	84065	ChristineCKujawa@bing.com	324377516	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile		Other	1200	603	555	598	625	574
7cfa820da2	300	3/27/71	Approved	TRUE	400	TRUE	12/27/10 16:23	5	TRUE	10	55.3	300	5	49.55	84067	CharlesGMcCaskill@yahoo.com	324377516	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile	Work	Other	1200	601	562	583	680	603
042bf4bb0e	800	2/8/76	Approved	TRUE	550	TRUE	12/27/10 17:32	3	TRUE	6	138.48	500	3	128.06	84094	DeniseMLyle@hotmail.com	124001545	1 year or more	3+ years	1-2 years	Semi-monthly	Mobile	Work	Other	5400	623	505	556	680	581
fffd5d09ec	500	12/13/66	Approved	TRUE	975	TRUE	12/28/10 8:17	5	TRUE	10	94.7	500	5	84.18	84738	CarolynBRockwell@bing.com	122400724	1 year or more	3+ years	3+ years	Semi-monthly	Mobile		Other	3000	663	526	544	656	590
f256777946	800	9/6/83	Approved	TRUE	0	TRUE	12/29/10 5:34	8	TRUE	17	105.88	800	8	89.57	84040	SharonMUy@gmail.com	324377516	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile	Home	Other	1100	765	698	696	752	640
43e2f8823a	600	4/16/70	Approved	TRUE	450	TRUE	12/29/10 7:27	5	TRUE	10	110.61	600	5	99.1	84050	NancyPLewis@aol.com	124000054	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile		Other	2350	734	634	663	686	627
058614dd7b	800	4/11/88	Approved	TRUE	400	TRUE	12/30/10 7:55	8	TRUE	13	77.39	500	6	67.57	84107	SandraSDavis@gmail.com	124002971	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile	Home	Other	1520	523	610	632	703	588
9f3fa8c90a	500	9/21/59	Approved	TRUE	650	TRUE	12/31/10 2:24	6	TRUE	13	77.39	500	6	67.57	84116	JohnNBillings@aol.com	324078899	4-12 months	3+ years	7-12 months	Bi-weekly	Mobile		Other	1800	713	501	517	618	559
939a9ac410	800	6/15/57	Approved	TRUE	1200	TRUE	12/31/10 23:36	3	TRUE	6	136	500	3	126.46	84045	LenoreMBryant@yahoo.com	124302150	1 year or more	6 months or less	1-2 years	Bi-weekly	Mobile	Home	Other	3400	544	655	665	721	636
6e9180ff29	500	6/4/79	Approved	TRUE	0	TRUE	1/1/11 8:27	5	TRUE	10	92.17	500	5	82.58	84111	LynnMFetter@aol.com	124002971	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile	Work	Other	1000	599	517	541	651	582
873352dc55	600	10/10/63	Approved	TRUE	400	TRUE	1/1/11 10:13	6	TRUE	26	38.26	500	6	33.49	84115	BrandonJRowan@yahoo.com	124002971	3 months or less	6 months or less	6 months or less	Weekly	Home	Mobile	Other	1120	523	526	572	680	592
625f005cf8	600	1/10/60	Approved	FALSE	0	TRUE	1/1/11 16:18	5	TRUE	10	92.17	500	5	82.58	84036	BrendanLTitus@gmail.com	124000054	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Won't say	2000	645	532	572	680	587
2f050cda86	500	3/12/73	Approved	TRUE	388	TRUE	1/3/11 9:58	5	TRUE	5	193.91	500	5	171.47	84067	ErinPShaw@bing.com	124001545	1 year or more	3+ years	1-2 years	Monthly	Mobile	Home	Other	2020	716	564	584	678	609
7dd971ace5	800	1/12/82	Approved	TRUE	400	TRUE	1/3/11 10:56	8	TRUE	12	84.03	500	6	73.34	84102	KarenRFew@aol.com	124002971	1 year or more	1-2 years	1-2 years	Semi-monthly	Mobile	Work	Other	800	710	561	640	692	581
efa4108f32	800	9/22/48	Approved	TRUE	0	FALSE	1/3/11 12:16	6	TRUE	12	84.03	500	6	73.34	84095	VictorRAsh@gmail.com	124001545	1 year or more	1-2 years	6 months or less	Semi-monthly	Mobile		Other	2820	719	543	567	605	592
8319592a2b	800	7/14/58	Approved	TRUE	1050	TRUE	1/3/11 16:29	8	TRUE	17	105.88	800	8	89.57	84058	WavaRSison@aol.com	324079555	1 year or more	7-12 months	3+ years	Bi-weekly	Mobile		Other	2700	771	592	587	680	614
5e1e9320fc	500	9/13/59	Approved	TRUE	1150	TRUE	1/3/11 17:42	5	TRUE	21	44.01	500	5	39.37	84029	DianaRCybulski@bing.com	324379828	1 year or more	3+ years	3+ years	Weekly	Mobile		Other	2800	619	583	587	680	621
2b7f2975dc	400	4/20/90	Approved	TRUE	725	TRUE	1/3/11 18:59	6	TRUE	6	137.4	400	6	119.4	84606	EricJSmith@bing.com	124002971	1 year or more	7-12 months	3+ years	Monthly	Mobile		Other	1350	733	610	621	684	591
8cba87f8e4	600	12/11/59	Approved	TRUE	665	TRUE	1/4/11 10:11	5	TRUE	10	92.17	500	5	82.58	84084	DerrickAWalker@yahoo.com	26009593	1 year or more	7-12 months	1-2 years	Bi-weekly	Mobile	Work	Other	1800	573	515	522	656	582
e3f772b921	800	8/2/52	Approved	FALSE	0	TRUE	1/4/11 11:10	8	TRUE	12	84.03	500	6	73.34	84058	DavidMJordan@yahoo.com	124302927	1 year or more	3+ years	3+ years	Semi-monthly	Mobile	Work	Other	6000	601	552	589	680	578
f048f4a66c	500	9/25/84	Approved	FALSE	420	FALSE	1/4/11 14:02	5	TRUE	10	92.17	500	5	82.58	84655	KatherineEAaron@yahoo.com	124000054	1 year or more	3+ years	3+ years	Bi-weekly	Home	Mobile	Other	3200	645	507	536	632	571
8cf7f18789	500	8/25/84	Approved	TRUE	625	TRUE	1/4/11 16:17	5	TRUE	10	92.17	500	5	82.58	84333	CarlosEMacdonald@bing.com	124300767	1 year or more	7-12 months	3+ years	Bi-weekly	Home	Mobile	Other	2400	677	557	596	623	587
995a9883ba	700	3/30/51	Approved	TRUE	350	TRUE	1/5/11 7:50	5	TRUE	10	92.17	500	5	82.58	84119	SheenaPRiley@aol.com	324079416	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	1954	586	524	546	664	564
d46ccf8c94	500	5/26/60	Approved	FALSE	1143	TRUE	1/5/11 10:09	5	TRUE	21	44.01	500	5	39.37	84655	CarolynHLangston@yahoo.com	124002971	1 year or more	3+ years	3+ years	Weekly	Mobile		Other	3656	586	580	569	680	627
ec2944b42a	400	2/3/56	Approved	FALSE	1431	TRUE	1/5/11 10:14	5	TRUE	10	73.74	400	5	66.07	84047	MelissaGGuillemette@hotmail.com	124302150	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	4236	538	577	597	680	628
74aecd6053	400	3/16/70	Approved	TRUE	500	FALSE	1/5/11 16:52	8	TRUE	8	115.88	400	8	97.47	84123	LyleIPowers@bing.com	124000054	1 year or more	3+ years	1-2 years	Monthly	Mobile		Other	3100	425	612	656	714	622
edd197e12f	800	9/25/52	Approved	FALSE	0	TRUE	1/6/11 8:47	8	TRUE	13	77.39	500	6	67.57	84118	MelissaWMartinez@yahoo.com	324079555	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	1800	614	576	577	680	617
84bff12caf	500	6/10/67	Approved	TRUE	500	TRUE	1/6/11 18:55	5	TRUE	10	94.7	500	5	84.18	84119	CarlJGarrett@aol.com	124002971	1 year or more	3+ years	3+ years	Semi-monthly	Mobile		Other	2800	645	520	530	623	594
1df9195778	600	7/28/88	Approved	TRUE	0	TRUE	1/7/11 6:00	7	TRUE	6	171.75	500	6	149.24	84015	MarkOGutierrez@aol.com	124002971	1 year or more	6 months or less	6 months or less	Monthly	Mobile		Other	1300	538	603	623	701	605
ea09a23806	400	5/1/89	Approved	TRUE	100	TRUE	1/7/11 9:44	5	TRUE	10	73.74	400	5	66.07	84321	ClarenceSCrane@hotmail.com	324377516	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile		Other	1300	594	584	638	708	576
8b88d9b5b4	600	7/7/91	Approved	TRUE	350	TRUE	1/7/11 12:05	6	TRUE	13	77.39	500	6	67.57	84003	CarolCHart@yahoo.com	324377516	1 year or more	1-2 years	1-2 years	Bi-weekly	Mobile	Mobile	Other	1200	645	501	544	582	526
f15f2fb945	800	4/25/58	Approved	FALSE	648	FALSE	1/8/11 5:10	8	TRUE	13	77.39	500	6	67.57	84123	VirginiaBEdwards@hotmail.com	53000219	1 year or more	3+ years	6 months or less	Bi-weekly	Mobile	Home	Other	5000	541	578	571	680	608
b1a2837477	300	5/14/43	Approved	TRUE	200	TRUE	1/8/11 7:16	3	TRUE	3	170.81	300	3	156.82	84044	RaeWWinter@hotmail.com	124302150	1 year or more	3+ years	1-2 years	Monthly	Mobile		Other	1487	568	538	545	680	590
b059e56426	700	6/20/64	Approved	TRUE	800	TRUE	1/9/11 10:07	5	TRUE	10	129.04	700	5	115.62	84041	JerricaADouglas@bing.com	324377516	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Home	Other	4400	763	573	596	680	617
2fc10f8b23	400	11/3/71	Approved	TRUE	100	TRUE	1/9/11 22:14	6	TRUE	13	61.91	400	6	54.06	84404	WilliamEGallagher@yahoo.com	324377516	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	1160	765	599	643	671	635
bfaa191e0a	800	11/17/67	Approved	TRUE	425	TRUE	1/10/11 11:12	6	TRUE	13	77.39	500	6	67.57	84770	MarkNRowe@aol.com	314074269	1 year or more	6 months or less	7-12 months	Bi-weekly	Mobile	Work	Other	2520	734	578	600	670	605
3efabf838c	600	2/8/59	Approved	FALSE	1600	TRUE	1/10/11 11:55	3	TRUE	3	284.69	500	3	261.37	84084	LindaJBaker@yahoo.com	324377202	1 year or more	3+ years	3+ years	Monthly	Home		Other	4837	427	623	652	704	638
529d352413	800	4/11/60	Approved	TRUE	1250	TRUE	1/10/11 13:56	6	TRUE	12	84.03	500	6	73.34	84098	AliceHFuller@gmail.com	324079416	1 year or more	1-2 years	1-2 years	Semi-monthly	Mobile	Work	Other	6134	577	628	644	685	621
31e51d3196	800	7/16/70	Approved	FALSE	1052	TRUE	1/10/11 17:23	8	TRUE	17	105.88	800	8	89.57	84120	JerrodRDotson@yahoo.com	124001545	4-12 months	3+ years	1-2 years	Bi-weekly	Mobile		Other	2082	557	548	581	675	613
a6cd560a03	800	1/24/81	Approved	TRUE	685	TRUE	1/10/11 20:16	8	TRUE	13	77.39	500	6	67.57	84088	JamesYLane@bing.com	56073573	1 year or more	1-2 years	1-2 years	Bi-weekly	Mobile	Work	Other	3288	766	501	514	597	564
d303a6bfe1	800	8/24/62	Approved	FALSE	603	TRUE	1/11/11 10:55	8	TRUE	12	84.03	500	6	73.34	84067	BettySBauch@gmail.com	124302150	1 year or more	3+ years	6 months or less	Semi-monthly	Mobile	Work	Other	2200	619	570	606	680	607
85c5232431	800	7/26/58	Approved	FALSE	550	TRUE	1/11/11 18:55	8	TRUE	8	231.76	800	8	194.94	84404	JosephERivera@hotmail.com	324377516	4-12 months	3+ years	3+ years	Monthly	Home		Other	1500	749	555	584	671	613
1df33f4bcd	500	7/27/85	Approved	TRUE	200	TRUE	1/11/11 21:34	5	TRUE	10	92.17	500	5	82.58	84660	KarenJMcDonald@hotmail.com	124001545	1 year or more	1-2 years	1-2 years	Bi-weekly	Mobile		Other	1456	544	555	587	680	584
443916cebd	500	8/14/40	Approved	FALSE	0	FALSE	1/12/11 9:18	5	TRUE	5	193.91	500	5	171.47	84741	MichaelDMcLoud@aol.com	324079555	1 year or more	3+ years	3+ years	Monthly	Mobile		Other	800	616	566	588	680	628
1877fa8ee8	800	3/24/70	Approved	FALSE	1309	TRUE	1/12/11 13:29	8	TRUE	13	77.39	500	6	67.57	84104	AmandaDMason@aol.com	124001545	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile	Home	Other	2478	601	578	629	669	614
ef9475961b	800	5/14/70	Approved	TRUE	800	TRUE	1/12/11 20:49	8	TRUE	17	105.88	800	8	89.57	84115	VelmaJHumes@gmail.com	324079416	1 year or more	3+ years	3+ years	Bi-weekly	Home	Mobile	Other	1920	568	533	564	663	599
6927215a95	600	11/8/75	Approved	TRUE	600	FALSE	1/12/11 22:33	6	FALSE	6	171.75	500	6	67.57	84084	DianaWStaley@bing.com	124001545	1 year or more	1-2 years		Bi-weekly	Mobile	Mobile		2400	574	552	558	660	607
99da2c0bb1	500	8/8/67	Approved	TRUE	517	TRUE	1/13/11 7:30	6	TRUE	13	77.39	500	6	67.57	84401	AnnRAndrews@aol.com	124002971	1 year or more	1-2 years	6 months or less	Bi-weekly	Mobile	Home	Other	1280	645	501	548	675	567
1f4b9045a0	800	9/2/81	Approved	TRUE	0	FALSE	1/13/11 8:41	8	TRUE	8	231.76	800	8	194.94	84401	JasminJShoemaker@yahoo.com	51000017	1 year or more	7-12 months	6 months or less	Monthly	Mobile	Mobile	Other	2200	557	592	561	680	611
bf8d0da5c4	800	10/8/62	Approved	FALSE	1900	TRUE	1/13/11 21:09	5	TRUE	10	147.47	800	5	132.13	84097	EdEGonzalez@yahoo.com	124001545	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Work	Other	3982	641	626	674	734	611
edcef83656	700	3/12/85	Approved	TRUE	0	TRUE	1/13/11 23:35	3	TRUE	6	190.4	700	3	177.05	84020	LoisVHarris@yahoo.com	124000054	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Home	Other	3952	639	583	631	700	616
dda633dca1	400	11/26/69	Approved	TRUE	525	TRUE	1/14/11 3:19	6	TRUE	12	67.22	400	6	58.67	84015	SallyRDouglass@yahoo.com	63192874	4-12 months	3+ years	6 months or less	Semi-monthly	Mobile		Other	1600	713	501	501	600	563
cf67d3f725	800	7/12/73	Approved	TRUE	0	TRUE	1/14/11 9:19	8	TRUE	6	171.75	500	6	149.24	84119	BrendaWStewart@bing.com	124001545	1 year or more	3+ years	3+ years	Monthly	Mobile	Work	Other	2600	545	552	592	677	613
d39ccfc3a5	500	8/23/77	Approved	TRUE	0	FALSE	1/14/11 10:16	8	TRUE	6	171.75	500	6	149.24	84005	JanetMSutton@bing.com	12400	1 year or more	1-2 years	6 months or less	Monthly	Mobile		Other	300	539	587	642	690	602
c632d7389b	500	6/27/72	Approved	FALSE	2000	TRUE	1/14/11 11:11	8	TRUE	13	77.39	500	6	67.57	84109	RyanMShankle@yahoo.com	124001545	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	5000	581	591	593	680	621
ee90cb8777	600	7/11/78	Approved	FALSE	900	TRUE	1/14/11 11:52	8	TRUE	8	173.82	600	8	146.21	84029	JuanitaMMays@aol.com	124002971	1 year or more	7-12 months	3+ years	Monthly	Home	Mobile	Other	3007	780	608	704	740	617
8ad3ac65b0	500	9/3/52	Approved	TRUE	1100	TRUE	1/15/11 9:31	6	TRUE	13	77.39	500	6	67.57	84660	JonathonEHubbell@aol.com	124000054	1 year or more	7-12 months	3+ years	Bi-weekly	Mobile		Other	4240	677	632	640	597	621
d9d72a6c02	800	3/7/62	Approved	FALSE	1042	TRUE	1/16/11 11:05	8	TRUE	17	105.88	800	8	89.57	84088	JessicaAGoodman@aol.com	324078268	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Work	Other	3280	550	573	589	680	625
1290d18bd2	800	9/29/59	Approved	TRUE	0	TRUE	1/16/11 20:12	8	TRUE	16	113.77	800	8	95.96	84103	LillieSMitchell@aol.com	124002971	1 year or more	3+ years	3+ years	Semi-monthly	Mobile	Work	Other	3200	735	597	673	725	624
6e835dcbc1	600	5/29/65	Approved	TRUE	0	TRUE	1/16/11 20:44	8	TRUE	13	77.39	500	6	67.57	84120	DanielGFondren@gmail.com	124001545	1 year or more	3+ years	6 months or less	Bi-weekly	Mobile		Other	2774	601	586	645	648	622
18ae949687	700	10/31/81	Approved	TRUE	1100	TRUE	1/17/11 13:47	8	TRUE	12	84.03	500	6	73.34	84005	TraciWHubbard@bing.com	324377516	4-12 months	6 months or less	3+ years	Semi-monthly	Mobile		Other	3200	763	579	615	692	602
2.10E+90	800	3/19/78	Approved	FALSE	1200	TRUE	1/18/11 7:02	8	TRUE	12	84.03	500	6	73.34	84084	WandaJDaly@bing.com	124302150	1 year or more	6 months or less	1-2 years	Semi-monthly	Mobile	Work	Other	4025	538	577	581	652	595
b949aab915	800	6/11/71	Approved	TRUE	600	FALSE	1/18/11 12:11	8	TRUE	12	84.03	500	6	73.34	84015	MaryBNichols@yahoo.com	124001545	1 year or more	7-12 months	1-2 years	Semi-monthly	Mobile		Other	3600	544	575	560	607	594
